Navn;Stasjon;Tid(norsk normaltid);Homogenisert middeltemperatur (mnd);Homogenisert middeltemperatur, avvik fra normalen 19611990 (mnd)
Trondheim - Tyholt;SN68170;des.55;-5;3,5
Trondheim - Voll;SN68860;jan.23;-0,3;2,7
Trondheim - Voll;SN68860;feb.23;-4,9;2,4
Trondheim - Voll;SN68860;mar.23;1,2;1,2
Trondheim - Voll;SN68860;apr.23;2,3;0,7
Trondheim - Voll;SN68860;mai.23;5,7;3,3
Trondheim - Voll;SN68860;jun.23;6,5;5,5
Trondheim - Voll;SN68860;jul.23;13,1;0,1
Trondheim - Voll;SN68860;aug.23;11,4;1,1
Trondheim - Voll;SN68860;sep.23;8,5;0,5
Trondheim - Voll;SN68860;okt.23;4,7;0,8
Trondheim - Voll;SN68860;nov.23;-1,2;1,7
Trondheim - Voll;SN68860;des.23;-4,3;2,3
Trondheim - Voll;SN68860;jan.24;-2,5;0,5
Trondheim - Voll;SN68860;feb.24;-4,4;1,9
Trondheim - Voll;SN68860;mar.24;-3,9;3,9
Trondheim - Voll;SN68860;apr.24;1,4;1,6
Trondheim - Voll;SN68860;mai.24;6,2;2,8
Trondheim - Voll;SN68860;jun.24;9,7;2,3
Trondheim - Voll;SN68860;jul.24;14,7;1,7
Trondheim - Voll;SN68860;aug.24;14,2;1,7
Trondheim - Voll;SN68860;sep.24;10,5;1,5
Trondheim - Voll;SN68860;okt.24;6,9;1,4
Trondheim - Voll;SN68860;nov.24;1,8;1,3
Trondheim - Voll;SN68860;des.24;2,7;4,7
Trondheim - Voll;SN68860;jan.25;0,6;3,6
Trondheim - Voll;SN68860;feb.25;-0,6;1,9
Trondheim - Voll;SN68860;mar.25;-3,1;3,1
Trondheim - Voll;SN68860;apr.25;4;1
Trondheim - Voll;SN68860;mai.25;8,9;0,1
Trondheim - Voll;SN68860;jun.25;10,6;1,4
Trondheim - Voll;SN68860;jul.25;16,8;3,8
Trondheim - Voll;SN68860;aug.25;13,7;1,2
Trondheim - Voll;SN68860;sep.25;9,4;0,4
Trondheim - Voll;SN68860;okt.25;2,3;3,2
Trondheim - Voll;SN68860;nov.25;-2,1;2,6
Trondheim - Voll;SN68860;des.25;-4,6;2,6
Trondheim - Voll;SN68860;jan.26;-3,5;0,5
Trondheim - Voll;SN68860;feb.26;-2,2;0,3
Trondheim - Voll;SN68860;mar.26;0;0
Trondheim - Voll;SN68860;apr.26;4,7;1,7
Trondheim - Voll;SN68860;mai.26;6,8;2,2
Trondheim - Voll;SN68860;jun.26;12,9;0,9
Trondheim - Voll;SN68860;jul.26;13,6;0,6
Trondheim - Voll;SN68860;aug.26;13,2;0,7
Trondheim - Voll;SN68860;sep.26;8,7;0,3
Trondheim - Voll;SN68860;okt.26;0,4;5,1
Trondheim - Voll;SN68860;nov.26;2,5;2
Trondheim - Voll;SN68860;des.26;-1,5;0,5
Trondheim - Voll;SN68860;jan.27;-1,6;1,4
Trondheim - Voll;SN68860;feb.27;-0,8;1,7
Trondheim - Voll;SN68860;mar.27;1,9;1,9
Trondheim - Voll;SN68860;apr.27;1,3;1,7
Trondheim - Voll;SN68860;mai.27;4,7;4,3
Trondheim - Voll;SN68860;jun.27;10,2;1,8
Trondheim - Voll;SN68860;jul.27;16,6;3,6
Trondheim - Voll;SN68860;aug.27;15;2,5
Trondheim - Voll;SN68860;sep.27;8,9;0,1
Trondheim - Voll;SN68860;okt.27;3,6;1,9
Trondheim - Voll;SN68860;nov.27;-1,7;2,2
Trondheim - Voll;SN68860;des.27;-4,9;2,9
Trondheim - Voll;SN68860;jan.28;-2,2;0,8
Trondheim - Voll;SN68860;feb.28;-2,4;0,1
Trondheim - Voll;SN68860;mar.28;0,5;0,5
Trondheim - Voll;SN68860;apr.28;4,7;1,7
Trondheim - Voll;SN68860;mai.28;6,5;2,5
Trondheim - Voll;SN68860;jun.28;8,7;3,3
Trondheim - Voll;SN68860;jul.28;10,2;2,8
Trondheim - Voll;SN68860;aug.28;11,5;1
Trondheim - Voll;SN68860;sep.28;8,2;0,8
Trondheim - Voll;SN68860;okt.28;4,8;0,7
Trondheim - Voll;SN68860;nov.28;1,2;0,7
Trondheim - Voll;SN68860;des.28;-0,9;1,1
Trondheim - Voll;SN68860;jan.29;-4,1;1,1
Trondheim - Voll;SN68860;feb.29;-5,1;2,6
Trondheim - Voll;SN68860;mar.29;2,5;2,5
Trondheim - Voll;SN68860;apr.29;0,4;2,6
Trondheim - Voll;SN68860;mai.29;8,6;0,4
Trondheim - Voll;SN68860;jun.29;9,8;2,2
Trondheim - Voll;SN68860;jul.29;11,5;1,5
Trondheim - Voll;SN68860;aug.29;10,9;1,6
Trondheim - Voll;SN68860;sep.29;9,2;0,2
Trondheim - Voll;SN68860;okt.29;5;0,5
Trondheim - Voll;SN68860;nov.29;2,4;1,9
Trondheim - Voll;SN68860;des.29;2;4
Trondheim - Voll;SN68860;jan.30;1,3;4,3
Trondheim - Voll;SN68860;feb.30;-1,5;1
Trondheim - Voll;SN68860;mar.30;0,8;0,8
Trondheim - Voll;SN68860;apr.30;6;3
Trondheim - Voll;SN68860;mai.30;9,4;0,4
Trondheim - Voll;SN68860;jun.30;13,5;1,5
Trondheim - Voll;SN68860;jul.30;16,1;3,1
Trondheim - Voll;SN68860;aug.30;15,6;3,1
Trondheim - Voll;SN68860;sep.30;9,2;0,2
Trondheim - Voll;SN68860;okt.30;6,2;0,7
Trondheim - Voll;SN68860;nov.30;-0,3;0,8
Trondheim - Voll;SN68860;des.30;1;3
Trondheim - Voll;SN68860;jan.31;-4,1;1,1
Trondheim - Voll;SN68860;feb.31;-3,3;0,8
Trondheim - Voll;SN68860;mar.31;-3,8;3,8
Trondheim - Voll;SN68860;apr.31;2,6;0,4
Trondheim - Voll;SN68860;mai.31;9;0
Trondheim - Voll;SN68860;jun.31;7,9;4,1
Trondheim - Voll;SN68860;jul.31;15,2;2,2
Trondheim - Voll;SN68860;aug.31;11,4;1,1
Trondheim - Voll;SN68860;sep.31;7,1;1,9
Trondheim - Voll;SN68860;okt.31;3,9;1,6
Trondheim - Voll;SN68860;nov.31;3,8;3,3
Trondheim - Voll;SN68860;des.31;-0,9;1,1
Trondheim - Voll;SN68860;jan.32;1,6;4,6
Trondheim - Voll;SN68860;feb.32;0,9;3,4
Trondheim - Voll;SN68860;mar.32;-1,9;1,9
Trondheim - Voll;SN68860;apr.32;2,7;0,3
Trondheim - Voll;SN68860;mai.32;8,1;0,9
Trondheim - Voll;SN68860;jun.32;9,6;2,4
Trondheim - Voll;SN68860;jul.32;14,7;1,7
Trondheim - Voll;SN68860;aug.32;12,4;0,1
Trondheim - Voll;SN68860;sep.32;8,1;0,9
Trondheim - Voll;SN68860;okt.32;2,7;2,8
Trondheim - Voll;SN68860;nov.32;1,3;0,8
Trondheim - Voll;SN68860;des.32;1,6;3,6
Trondheim - Voll;SN68860;jan.33;0,6;3,6
Trondheim - Voll;SN68860;feb.33;-4,1;1,6
Trondheim - Voll;SN68860;mar.33;0,3;0,3
Trondheim - Voll;SN68860;apr.33;2,4;0,6
Trondheim - Voll;SN68860;mai.33;7,9;1,1
Trondheim - Voll;SN68860;jun.33;15,4;3,4
Trondheim - Voll;SN68860;jul.33;15;2
Trondheim - Voll;SN68860;aug.33;12,6;0,1
Trondheim - Voll;SN68860;sep.33;10,7;1,7
Trondheim - Voll;SN68860;okt.33;5,2;0,3
Trondheim - Voll;SN68860;nov.33;-1,2;1,7
Trondheim - Voll;SN68860;des.33;-0,1;1,9
Trondheim - Voll;SN68860;jan.34;2;5
Trondheim - Voll;SN68860;feb.34;0,8;3,3
Trondheim - Voll;SN68860;mar.34;0,7;0,7
Trondheim - Voll;SN68860;apr.34;3,2;0,2
Trondheim - Voll;SN68860;mai.34;8,7;0,3
Trondheim - Voll;SN68860;jun.34;11;1
Trondheim - Voll;SN68860;jul.34;15,4;2,4
Trondheim - Voll;SN68860;aug.34;15,5;3
Trondheim - Voll;SN68860;sep.34;12,6;3,6
Trondheim - Voll;SN68860;okt.34;6;0,5
Trondheim - Voll;SN68860;nov.34;1,3;0,8
Trondheim - Voll;SN68860;des.34;0,5;2,5
Trondheim - Voll;SN68860;jan.35;-1,5;1,5
Trondheim - Voll;SN68860;feb.35;-0,8;1,7
Trondheim - Voll;SN68860;mar.35;-1,9;1,9
Trondheim - Voll;SN68860;apr.35;2,6;0,4
Trondheim - Voll;SN68860;mai.35;5,1;3,9
Trondheim - Voll;SN68860;jun.35;12,1;0,1
Trondheim - Voll;SN68860;jul.35;12,7;0,3
Trondheim - Voll;SN68860;aug.35;13,2;0,7
Trondheim - Voll;SN68860;sep.35;8,7;0,3
Trondheim - Voll;SN68860;okt.35;4,8;0,7
Trondheim - Voll;SN68860;nov.35;3,8;3,3
Trondheim - Voll;SN68860;des.35;-0,7;1,3
Trondheim - Voll;SN68860;jan.36;-2,4;0,6
Trondheim - Voll;SN68860;feb.36;-4;1,5
Trondheim - Voll;SN68860;mar.36;0,1;0,1
Trondheim - Voll;SN68860;apr.36;2,1;0,9
Trondheim - Voll;SN68860;mai.36;9,2;0,2
Trondheim - Voll;SN68860;jun.36;13,6;1,6
Trondheim - Voll;SN68860;jul.36;15,6;2,6
Trondheim - Voll;SN68860;aug.36;13,1;0,6
Trondheim - Voll;SN68860;sep.36;8,9;0,1
Trondheim - Voll;SN68860;okt.36;4,1;1,4
Trondheim - Voll;SN68860;nov.36;2,1;1,6
Trondheim - Voll;SN68860;des.36;2;4
Trondheim - Voll;SN68860;jan.37;-1,7;1,3
Trondheim - Voll;SN68860;feb.37;-5;2,5
Trondheim - Voll;SN68860;mar.37;-2,4;2,4
Trondheim - Voll;SN68860;apr.37;6,7;3,7
Trondheim - Voll;SN68860;mai.37;10,5;1,5
Trondheim - Voll;SN68860;jun.37;12,2;0,2
Trondheim - Voll;SN68860;jul.37;16,9;3,9
Trondheim - Voll;SN68860;aug.37;16,2;3,7
Trondheim - Voll;SN68860;sep.37;9,9;0,9
Trondheim - Voll;SN68860;okt.37;7,6;2,1
Trondheim - Voll;SN68860;nov.37;0;0,5
Trondheim - Voll;SN68860;des.37;-4,5;2,5
Trondheim - Voll;SN68860;jan.38;-0,7;2,3
Trondheim - Voll;SN68860;feb.38;1,1;3,6
Trondheim - Voll;SN68860;mar.38;2,9;2,9
Trondheim - Voll;SN68860;apr.38;2,4;0,6
Trondheim - Voll;SN68860;mai.38;6,7;2,3
Trondheim - Voll;SN68860;jun.38;10,4;1,6
Trondheim - Voll;SN68860;jul.38;15,4;2,4
Trondheim - Voll;SN68860;aug.38;14,4;1,9
Trondheim - Voll;SN68860;sep.38;10,4;1,4
Trondheim - Voll;SN68860;okt.38;6,9;1,4
Trondheim - Voll;SN68860;nov.38;4,3;3,8
Trondheim - Voll;SN68860;des.38;0,1;2,1
Trondheim - Voll;SN68860;jan.39;-3;0
Trondheim - Voll;SN68860;feb.39;2,2;4,7
Trondheim - Voll;SN68860;mar.39;0,2;0,2
Trondheim - Voll;SN68860;apr.39;2,3;0,7
Trondheim - Voll;SN68860;mai.39;7,2;1,8
Trondheim - Voll;SN68860;jun.39;10,8;1,2
Trondheim - Voll;SN68860;jul.39;14,7;1,7
Trondheim - Voll;SN68860;aug.39;15,4;2,9
Trondheim - Voll;SN68860;sep.39;10,2;1,2
Trondheim - Voll;SN68860;okt.39;4,1;1,4
Trondheim - Voll;SN68860;nov.39;1,9;1,4
Trondheim - Voll;SN68860;des.39;-2,7;0,7
Trondheim - Voll;SN68860;jan.40;-6,8;3,8
Trondheim - Voll;SN68860;feb.40;-9,2;6,7
Trondheim - Voll;SN68860;mar.40;-3,2;3,2
Trondheim - Voll;SN68860;apr.40;2;1
Trondheim - Voll;SN68860;mai.40;10,7;1,7
Trondheim - Voll;SN68860;jun.40;12;0
Trondheim - Voll;SN68860;jul.40;13,2;0,2
Trondheim - Voll;SN68860;aug.40;11;1,5
Trondheim - Voll;SN68860;sep.40;8;1
Trondheim - Voll;SN68860;okt.40;5,5;0
Trondheim - Voll;SN68860;nov.40;1,3;0,8
Trondheim - Voll;SN68860;des.40;-2,5;0,5
Trondheim - Voll;SN68860;jan.41;-7,1;4,1
Trondheim - Voll;SN68860;feb.41;-5,7;3,2
Trondheim - Voll;SN68860;mar.41;-2,1;2,1
Trondheim - Voll;SN68860;apr.41;1,8;1,2
Trondheim - Voll;SN68860;mai.41;6,7;2,3
Trondheim - Voll;SN68860;jun.41;10,5;1,5
Trondheim - Voll;SN68860;jul.41;17,5;4,5
Trondheim - Voll;SN68860;aug.41;12,8;0,3
Trondheim - Voll;SN68860;sep.41;9,4;0,4
Trondheim - Voll;SN68860;okt.41;3,8;1,7
Trondheim - Voll;SN68860;nov.41;0,5;0
Trondheim - Voll;SN68860;des.41;-2,6;0,6
Trondheim - Voll;SN68860;jan.42;-9,6;6,6
Trondheim - Voll;SN68860;feb.42;-5,5;3
Trondheim - Voll;SN68860;mar.42;-4,7;4,7
Trondheim - Voll;SN68860;apr.42;3,5;0,5
Trondheim - Voll;SN68860;mai.42;7;2
Trondheim - Voll;SN68860;jun.42;9,9;2,1
Trondheim - Voll;SN68860;jul.42;12,2;0,8
Trondheim - Voll;SN68860;aug.42;13,4;0,9
Trondheim - Voll;SN68860;sep.42;8,8;0,2
Trondheim - Voll;SN68860;okt.42;5,3;0,2
Trondheim - Voll;SN68860;nov.42;2,4;1,9
Trondheim - Voll;SN68860;des.42;-1,1;0,9
Trondheim - Voll;SN68860;jan.43;-3,7;0,7
Trondheim - Voll;SN68860;feb.43;1;3,5
Trondheim - Voll;SN68860;mar.43;3;3
Trondheim - Voll;SN68860;apr.43;3,2;0,2
Trondheim - Voll;SN68860;mai.43;8;1
Trondheim - Voll;SN68860;jun.43;12,6;0,6
Trondheim - Voll;SN68860;jul.43;13,7;0,7
Trondheim - Voll;SN68860;aug.43;11,4;1,1
Trondheim - Voll;SN68860;sep.43;10;1
Trondheim - Voll;SN68860;okt.43;7,4;1,9
Trondheim - Voll;SN68860;nov.43;0,8;0,3
Trondheim - Voll;SN68860;des.43;1,1;3,1
Trondheim - Voll;SN68860;jan.44;-0,5;2,5
Trondheim - Voll;SN68860;feb.44;-0,6;1,9
Trondheim - Voll;SN68860;mar.44;-0,9;0,9
Trondheim - Voll;SN68860;apr.44;1,1;1,9
Trondheim - Voll;SN68860;mai.44;5,4;3,6
Trondheim - Voll;SN68860;jun.44;10,7;1,3
Trondheim - Voll;SN68860;jul.44;15,1;2,1
Trondheim - Voll;SN68860;aug.44;12,7;0,2
Trondheim - Voll;SN68860;sep.44;9,6;0,6
Trondheim - Voll;SN68860;okt.44;6,8;1,3
Trondheim - Voll;SN68860;nov.44;0,4;0,1
Trondheim - Voll;SN68860;des.44;1,1;3,1
Trondheim - Voll;SN68860;jan.45;-7,2;4,2
Trondheim - Voll;SN68860;feb.45;-1,1;1,4
Trondheim - Voll;SN68860;mar.45;2,1;2,1
Trondheim - Voll;SN68860;apr.45;4,3;1,3
Trondheim - Voll;SN68860;mai.45;7,8;1,2
Trondheim - Voll;SN68860;jun.45;12,1;0,1
Trondheim - Voll;SN68860;jul.45;15,6;2,6
Trondheim - Voll;SN68860;aug.45;14,3;1,8
Trondheim - Voll;SN68860;sep.45;9;0
Trondheim - Voll;SN68860;okt.45;4,8;0,7
Trondheim - Voll;SN68860;nov.45;1,5;1
Trondheim - Voll;SN68860;des.45;-2,2;0,2
Trondheim - Voll;SN68860;jan.46;-2,7;0,3
Trondheim - Voll;SN68860;feb.46;-5;2,5
Trondheim - Voll;SN68860;mar.46;-0,6;0,6
Trondheim - Voll;SN68860;apr.46;3,9;0,9
Trondheim - Voll;SN68860;mai.46;8,6;0,4
Trondheim - Voll;SN68860;jun.46;11,6;0,4
Trondheim - Voll;SN68860;jul.46;15,2;2,2
Trondheim - Voll;SN68860;aug.46;14,1;1,6
Trondheim - Voll;SN68860;sep.46;10,7;1,7
Trondheim - Voll;SN68860;okt.46;5,1;0,4
Trondheim - Voll;SN68860;nov.46;2,1;1,6
Trondheim - Voll;SN68860;des.46;0,2;2,2
Trondheim - Voll;SN68860;jan.47;-2,9;0,1
Trondheim - Voll;SN68860;feb.47;-8,7;6,2
Trondheim - Voll;SN68860;mar.47;-4,3;4,3
Trondheim - Voll;SN68860;apr.47;3;0
Trondheim - Voll;SN68860;mai.47;9,7;0,7
Trondheim - Voll;SN68860;jun.47;12,9;0,9
Trondheim - Voll;SN68860;jul.47;15,6;2,6
Trondheim - Voll;SN68860;aug.47;14,2;1,7
Trondheim - Voll;SN68860;sep.47;10,5;1,5
Trondheim - Voll;SN68860;okt.47;4,5;1
Trondheim - Voll;SN68860;nov.47;-1,6;2,1
Trondheim - Voll;SN68860;des.47;-3;1
Trondheim - Voll;SN68860;jan.48;-5,9;2,9
Trondheim - Voll;SN68860;feb.48;-0,6;1,9
Trondheim - Voll;SN68860;mar.48;3,2;3,2
Trondheim - Voll;SN68860;apr.48;5,5;2,5
Trondheim - Voll;SN68860;mai.48;8,7;0,3
Trondheim - Voll;SN68860;jun.48;10,7;1,3
Trondheim - Voll;SN68860;jul.48;15,5;2,5
Trondheim - Voll;SN68860;aug.48;11,8;0,7
Trondheim - Voll;SN68860;sep.48;9,6;0,6
Trondheim - Voll;SN68860;okt.48;3,7;1,8
Trondheim - Voll;SN68860;nov.48;1,6;1,1
Trondheim - Voll;SN68860;des.48;2,2;4,2
Trondheim - Voll;SN68860;jan.49;-0,4;2,6
Trondheim - Voll;SN68860;feb.49;0,6;3,1
Trondheim - Voll;SN68860;mar.49;-1,3;1,3
Trondheim - Voll;SN68860;apr.49;4,1;1,1
Trondheim - Voll;SN68860;mai.49;8,6;0,4
Trondheim - Voll;SN68860;jun.49;11;1
Trondheim - Voll;SN68860;jul.49;12,6;0,4
Trondheim - Voll;SN68860;aug.49;11,8;0,7
Trondheim - Voll;SN68860;sep.49;12,2;3,2
Trondheim - Voll;SN68860;okt.49;5,7;0,2
Trondheim - Voll;SN68860;nov.49;2,2;1,7
Trondheim - Voll;SN68860;des.49;-0,9;1,1
Trondheim - Voll;SN68860;jan.50;-3,5;0,5
Trondheim - Voll;SN68860;feb.50;-1,7;0,8
Trondheim - Voll;SN68860;mar.50;1;1
Trondheim - Voll;SN68860;apr.50;4,3;1,3
Trondheim - Voll;SN68860;mai.50;7,8;1,2
Trondheim - Voll;SN68860;jun.50;11,6;0,4
Trondheim - Voll;SN68860;jul.50;14,3;1,3
Trondheim - Voll;SN68860;aug.50;16;3,5
Trondheim - Voll;SN68860;sep.50;9,8;0,8
Trondheim - Voll;SN68860;okt.50;6,5;1
Trondheim - Voll;SN68860;nov.50;0,8;0,3
Trondheim - Voll;SN68860;des.50;-2,9;0,9
Trondheim - Voll;SN68860;jan.51;-5,6;2,6
Trondheim - Voll;SN68860;feb.51;-1,2;1,3
Trondheim - Voll;SN68860;mar.51;-2,9;2,9
Trondheim - Voll;SN68860;apr.51;2,5;0,5
Trondheim - Voll;SN68860;mai.51;5,7;3,3
Trondheim - Voll;SN68860;jun.51;9,7;2,3
Trondheim - Voll;SN68860;jul.51;11,5;1,5
Trondheim - Voll;SN68860;aug.51;15,1;2,6
Trondheim - Voll;SN68860;sep.51;10,5;1,5
Trondheim - Voll;SN68860;okt.51;6,2;0,7
Trondheim - Voll;SN68860;nov.51;1,1;0,6
Trondheim - Voll;SN68860;des.51;1,3;3,3
Trondheim - Voll;SN68860;jan.52;-4,8;1,8
Trondheim - Voll;SN68860;feb.52;-1,9;0,6
Trondheim - Voll;SN68860;mar.52;-1,6;1,6
Trondheim - Voll;SN68860;apr.52;5,5;2,5
Trondheim - Voll;SN68860;mai.52;8,2;0,8
Trondheim - Voll;SN68860;jun.52;10,2;1,8
Trondheim - Voll;SN68860;jul.52;12,5;0,5
Trondheim - Voll;SN68860;aug.52;11,5;1
Trondheim - Voll;SN68860;sep.52;6,2;2,8
Trondheim - Voll;SN68860;okt.52;3,3;2,2
Trondheim - Voll;SN68860;nov.52;-1,7;2,2
Trondheim - Voll;SN68860;des.52;-3,8;1,8
Trondheim - Voll;SN68860;jan.53;-2,5;0,5
Trondheim - Voll;SN68860;feb.53;-4,7;2,2
Trondheim - Voll;SN68860;mar.53;3,2;3,2
Trondheim - Voll;SN68860;apr.53;3,9;0,9
Trondheim - Voll;SN68860;mai.53;7,7;1,3
Trondheim - Voll;SN68860;jun.53;16,4;4,4
Trondheim - Voll;SN68860;jul.53;14,4;1,4
Trondheim - Voll;SN68860;aug.53;13,2;0,7
Trondheim - Voll;SN68860;sep.53;8,9;0,1
Trondheim - Voll;SN68860;okt.53;7,2;1,7
Trondheim - Voll;SN68860;nov.53;3,3;2,8
Trondheim - Voll;SN68860;des.53;0,1;2,1
Trondheim - Voll;SN68860;jan.54;-4,3;1,3
Trondheim - Voll;SN68860;feb.54;-5,5;3
Trondheim - Voll;SN68860;mar.54;0,2;0,2
Trondheim - Voll;SN68860;apr.54;2,7;0,3
Trondheim - Voll;SN68860;mai.54;11,3;2,3
Trondheim - Voll;SN68860;jun.54;10,5;1,5
Trondheim - Voll;SN68860;jul.54;14;1
Trondheim - Voll;SN68860;aug.54;12,5;0
Trondheim - Voll;SN68860;sep.54;8,6;0,4
Trondheim - Voll;SN68860;okt.54;4,4;1,1
Trondheim - Voll;SN68860;nov.54;1,3;0,8
Trondheim - Voll;SN68860;des.54;0,2;2,2
Trondheim - Voll;SN68860;jan.55;-2,8;0,2
Trondheim - Voll;SN68860;feb.55;-5,8;3,3
Trondheim - Voll;SN68860;mar.55;-2,2;2,2
Trondheim - Voll;SN68860;apr.55;1,1;1,9
Trondheim - Voll;SN68860;mai.55;5;4
Trondheim - Voll;SN68860;jun.55;9,8;2,2
Trondheim - Voll;SN68860;jul.55;14,6;1,6
Trondheim - Voll;SN68860;aug.55;14;1,5
Trondheim - Voll;SN68860;sep.55;9,9;0,9
Trondheim - Voll;SN68860;okt.55;3,5;2
Trondheim - Voll;SN68860;nov.55;1,4;0,9
Trondheim - Voll;SN68860;des.55;-5;3
Trondheim - Voll;SN68860;jan.56;-3,9;0,9
Trondheim - Voll;SN68860;feb.56;-6,1;3,6
Trondheim - Voll;SN68860;mar.56;-0,1;0,1
Trondheim - Voll;SN68860;apr.56;1,7;1,3
Trondheim - Voll;SN68860;mai.56;7,8;1,2
Trondheim - Voll;SN68860;jun.56;9,9;2,1
Trondheim - Voll;SN68860;jul.56;13,4;0,4
Trondheim - Voll;SN68860;aug.56;11,3;1,2
Trondheim - Voll;SN68860;sep.56;8,9;0,1
Trondheim - Voll;SN68860;okt.56;4,5;1
Trondheim - Voll;SN68860;nov.56;-1;1,5
Trondheim - Voll;SN68860;des.56;-0,5;1,5
Trondheim - Voll;SN68860;jan.57;-0,6;2,4
Trondheim - Voll;SN68860;feb.57;-3,2;0,7
Trondheim - Voll;SN68860;mar.57;-0,6;0,6
Trondheim - Voll;SN68860;apr.57;3,1;0,1
Trondheim - Voll;SN68860;mai.57;6,5;2,5
Trondheim - Voll;SN68860;jun.57;8,9;3,1
Trondheim - Voll;SN68860;jul.57;14,3;1,3
Trondheim - Voll;SN68860;aug.57;12,2;0,3
Trondheim - Voll;SN68860;sep.57;8,4;0,6
Trondheim - Voll;SN68860;okt.57;4,9;0,6
Trondheim - Voll;SN68860;nov.57;2;1,5
Trondheim - Voll;SN68860;des.57;-1,3;0,7
Trondheim - Voll;SN68860;jan.58;-5,5;2,5
Trondheim - Voll;SN68860;feb.58;-7,5;5
Trondheim - Voll;SN68860;mar.58;-6,3;6,3
Trondheim - Voll;SN68860;apr.58;2,3;0,7
Trondheim - Voll;SN68860;mai.58;6,6;2,4
Trondheim - Voll;SN68860;jun.58;11;1
Trondheim - Voll;SN68860;jul.58;12,5;0,5
Trondheim - Voll;SN68860;aug.58;13,8;1,3
Trondheim - Voll;SN68860;sep.58;11,3;2,3
Trondheim - Voll;SN68860;okt.58;7,8;2,3
Trondheim - Voll;SN68860;nov.58;4,4;3,9
Trondheim - Voll;SN68860;des.58;-3,6;1,6
Trondheim - Voll;SN68860;jan.59;-5,3;2,3
Trondheim - Voll;SN68860;feb.59;0,6;3,1
Trondheim - Voll;SN68860;mar.59;3,2;3,2
Trondheim - Voll;SN68860;apr.59;5;2
Trondheim - Voll;SN68860;mai.59;7,8;1,2
Trondheim - Voll;SN68860;jun.59;11,8;0,2
Trondheim - Voll;SN68860;jul.59;14;1
Trondheim - Voll;SN68860;aug.59;13,9;1,4
Trondheim - Voll;SN68860;sep.59;8,9;0,1
Trondheim - Voll;SN68860;okt.59;5,7;0,2
Trondheim - Voll;SN68860;nov.59;3,4;2,9
Trondheim - Voll;SN68860;des.59;-0,2;1,8
Trondheim - Voll;SN68860;jan.60;-5,9;2,9
Trondheim - Voll;SN68860;feb.60;-4,1;1,6
Trondheim - Voll;SN68860;mar.60;1,3;1,3
Trondheim - Voll;SN68860;apr.60;4,3;1,3
Trondheim - Voll;SN68860;mai.60;8,7;0,3
Trondheim - Voll;SN68860;jun.60;12,4;0,4
Trondheim - Voll;SN68860;jul.60;14,2;1,2
Trondheim - Voll;SN68860;aug.60;13,9;1,4
Trondheim - Voll;SN68860;sep.60;10;1
Trondheim - Voll;SN68860;okt.60;1,7;3,8
Trondheim - Voll;SN68860;nov.60;0,6;0,1
Trondheim - Voll;SN68860;des.60;-2,6;0,6
Trondheim - Voll;SN68860;jan.61;-3,9;0,9
Trondheim - Voll;SN68860;feb.61;0,4;2,9
Trondheim - Voll;SN68860;mar.61;1,6;1,6
Trondheim - Voll;SN68860;apr.61;2,6;0,4
Trondheim - Voll;SN68860;mai.61;7,7;1,3
Trondheim - Voll;SN68860;jun.61;11,6;0,4
Trondheim - Voll;SN68860;jul.61;13;0
Trondheim - Voll;SN68860;aug.61;11,9;0,6
Trondheim - Voll;SN68860;sep.61;10,9;1,9
Trondheim - Voll;SN68860;okt.61;8,9;3,4
Trondheim - Voll;SN68860;nov.61;3,5;3
Trondheim - Voll;SN68860;des.61;-3,1;1,1
Trondheim - Voll;SN68860;jan.62;-1,5;1,5
Trondheim - Voll;SN68860;feb.62;-1,4;1,1
Trondheim - Voll;SN68860;mar.62;-4,2;4,2
Trondheim - Voll;SN68860;apr.62;2,7;0,3
Trondheim - Voll;SN68860;mai.62;6,9;2,1
Trondheim - Voll;SN68860;jun.62;9,1;2,9
Trondheim - Voll;SN68860;jul.62;11,7;1,3
Trondheim - Voll;SN68860;aug.62;11,7;0,8
Trondheim - Voll;SN68860;sep.62;8,9;0,1
Trondheim - Voll;SN68860;okt.62;6,1;0,6
Trondheim - Voll;SN68860;nov.62;-0,4;0,9
Trondheim - Voll;SN68860;des.62;-2,4;0,4
Trondheim - Voll;SN68860;jan.63;-3,2;0,2
Trondheim - Voll;SN68860;feb.63;-6,4;3,9
Trondheim - Voll;SN68860;mar.63;-1,9;1,9
Trondheim - Voll;SN68860;apr.63;4,2;1,2
Trondheim - Voll;SN68860;mai.63;10,9;1,9
Trondheim - Voll;SN68860;jun.63;12,7;0,7
Trondheim - Voll;SN68860;jul.63;12,1;0,9
Trondheim - Voll;SN68860;aug.63;14,7;2,2
Trondheim - Voll;SN68860;sep.63;9,7;0,7
Trondheim - Voll;SN68860;okt.63;6;0,5
Trondheim - Voll;SN68860;nov.63;-0,2;0,7
Trondheim - Voll;SN68860;des.63;-0,3;1,7
Trondheim - Voll;SN68860;jan.64;0,7;3,7
Trondheim - Voll;SN68860;feb.64;-2,2;0,3
Trondheim - Voll;SN68860;mar.64;0,9;0,9
Trondheim - Voll;SN68860;apr.64;4,7;1,7
Trondheim - Voll;SN68860;mai.64;9;0
Trondheim - Voll;SN68860;jun.64;9,9;2,1
Trondheim - Voll;SN68860;jul.64;12,3;0,7
Trondheim - Voll;SN68860;aug.64;11,5;1
