;species;kingdom;phylum;tempcat;N;Duration;bp1_lead_year;se.bp1_lead_year;bp2_lead_year;se.bp2_lead_year;bp1_tail_year;se.bp1_tail_year;bp2_tail_year;se.bp2_tail_year;bp1_lead_temp;se.bp1_lead_temp;bp2_lead_temp;se.bp2_lead_temp;bp1_tail_temp;se.bp1_tail_temp;bp2_tail_temp;se.bp2_tail_temp
311;Vaccinium uliginosum;Plantae;Tracheophyta;generalist;31;104;1983.42141494193;4.29130981968219;1995.06181394863;5.2211117073247;1987.99934673155;2.67268824041277;1992.96266160547;2.8085736552563;4.11864514064747;0.243927414253161;4.34844043749628;0.219605713929052;3.20786652866747;0.389275463078257;3.84313744168214;0.770793109837839
312;Valeriana excelsa;Plantae;Tracheophyta;generalist;76;117;1939.08643817377;8.27848678768147;1978.93635312847;4.55380648404901;NA;NA;NA;NA;2.6954859131953;0.202608466872694;2.96836653470907;0.138830369488535;NA;NA;NA;NA
313;Veronica alpina;Plantae;Tracheophyta;cold;29;67;1956.6883667925;4.23686838101629;2002.39526064836;1.99073235838843;1978.00029163013;8.56221438286166;2001.70921697674;3.63351429931238;2.98248570493504;0.017498218413976;5.7249562229152;0.0544821817688598;3.40966546087909;0.476218867712294;5.37891490402592;0.532175120494202
314;Veronica fruticans;Plantae;Tracheophyta;semicold;20;63;NA;NA;NA;NA;1972.55707201384;3.88577784072145;1976.57947876831;8.94859613747341;3.11271456267043;0.134853684803049;4.94445142138509;3.12858008268287;3.06766210098791;0.143992084843165;4.32889750108734;1.02144329813563
315;Veronica serpyllifolia;Plantae;Tracheophyta;generalist;26;53;NA;NA;NA;NA;NA;NA;NA;NA;4.25194537964523;0.122030883374739;4.44999353913015;0.0974897988306369;4.11761739547797;0.653344446808933;4.87754088984688;0.805640429481225
316;Viburnum opulus;Plantae;Tracheophyta;generalist;21;58;1974.97822258845;1.76546328157031;1979.00000772476;1.85817526337043;1962.00015778715;10.7622076019019;1995.47711282862;6.6026230656041;3.49463558477551;0.271784492798854;5.37904094198707;0.0244267680346959;4.00406715389453;0.895811164236479;4.94395159852026;0.275270142300394
317;Vicia sepium;Plantae;Tracheophyta;generalist;33;51;1985.8878287236;0.649854156207437;1987.13981260421;0.676797140816127;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
318;Vicia sylvatica;Plantae;Tracheophyta;generalist;34;55;1974.37720727343;2.82248280830649;1979.00001678366;2.6849162347278;1950.60074091775;1.39612881038766;1982.99814516863;4.89026882238191;4.22081504091244;0.0691801152398404;4.37600350218526;0.0834037088768995;4.19022836615395;0.0667598466325563;4.35413283262458;0.0532321822797476
319;Viola biflora;Plantae;Tracheophyta;cold;34;106;1966.82060745028;1.1150277736781;1968.7324585806;1.37458464411684;1987.39784387045;3.23154201319378;1993.64706681675;2.58078385523581;4.21166117620381;0.127989984788337;4.34655150643832;0.198328928958195;NA;NA;NA;NA
320;Viola canina;Plantae;Tracheophyta;generalist;49;80;NA;NA;NA;NA;NA;NA;NA;NA;3.29263363614569;1.23723261845447;5.57441160135678;0.11241962132385;5.41125204363976;0.0102709115848338;5.45827077384304;0.024098877064834
321;Viola mirabilis;Plantae;Tracheophyta;generalist;28;70;NA;NA;NA;NA;1994.38961146956;12.1437931827638;2000.76349920748;1.81890191412231;3.00115184083534;0.276307573848278;5.25402474138549;24.8546300002368;4.83729611117139;0.18726032303108;5.49893810325042;0.0912489055626912
322;Viola palustris;Plantae;Tracheophyta;generalist;38;111;1982.00070677474;5.63279240934456;2001.30190827647;5.18188987109284;1987.99794480893;3.92477671725539;2001.1007374019;2.38052407878361;4.938682038792;0.103370374414497;5.06300521781506;0.348266302340253;NA;NA;NA;NA
323;Viola riviniana;Plantae;Tracheophyta;generalist;50;83;1976.11014868657;2.79845444088366;1978.49337797147;1.89075748438346;2002.61390990521;1.9611831978059;2006.91488346463;6.06948377500308;2.89453352396135;0.189058498177158;4.67161459363632;0.234924196118513;3.59034866673794;0.66864553944953;5.28847607404908;0.1860595079542
324;Woodsia alpina;Plantae;Tracheophyta;semicold;20;62;1953.8797936006;1.02913344219914;1955.25333259647;1.00602029486059;1960.02716127233;5.05944518736351;1966.64652303486;3.51219057490441;NA;NA;NA;NA;NA;NA;NA;NA
325;Woodsia ilvensis;Plantae;Tracheophyta;generalist;28;66;NA;NA;NA;NA;1960.32603794317;27.777007272647;2000.86334920818;1.66173131271526;3.95302040566633;0.243629182401162;4.94363469747132;0.186657101146706;NA;NA;NA;NA
